*SOIL INORGANIC N BALANCE

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  NOV 03, 2024 05:23:59

*RUN   1        : silt_loam_13in_irr        MZCER048 UNLI2201    1
 MODEL          : MZCER048 - Maize
 EXPERIMENT     : UNLI2201 MZ IRRIGATED MAIZE PRODUCTION
 DATA PATH      :
 TREATMENT  1   : silt_loam_13in_irr        MZCER048
  
!               |------------------- STATE VARIABLES -------------------|---- ADDED ---|----------------------------- REMOVED TODAY --------------------------|    DAILY     CUMUL
@YEAR DOY  DAS     NO3     NH4   TUREA   TNGAS  FLOODN  ALGFIX  UNFERT   AFERT  AMINER  RIMMOB    RLCH    RLTD    RNUP    RNRO    RAML   N2OED    N2ED    NOED      DBAL      CBAL
 2022 139   19   2.676   1.777   0.000   0.015   0.000   0.000   0.000     0.0  0.3884  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0005   -0.0000   -0.0000
 2022 140   20   3.039   1.831   0.000   0.017   0.000   0.000   0.000     0.0  0.4204  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0006    0.0000   -0.0000
 2022 141   21   3.379   1.865   0.000   0.019   0.000   0.000   0.000     0.0  0.3766  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0006   -0.0000   -0.0000
 2022 142   22   3.675   1.869   0.000   0.020   0.000   0.000   0.000     0.0  0.3010  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0006    0.0000   -0.0000
 2022 143   23   3.917   1.831   0.000   0.021   0.000   0.000   0.000     0.0  0.2057  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001  0.0000  0.0007    0.0000   -0.0000
 2022 144   24   4.125   1.760   0.000   0.022   0.000   0.000   0.000     0.0  0.1382  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001    0.0000   -0.0000
 2022 145   25   4.289   1.668   0.000   0.023   0.000   0.000   0.000     0.0  0.0727  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001   -0.0000   -0.0000
 2022 146   26   4.456   1.601   0.000   0.024   0.000   0.000   0.000     0.0  0.1011  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001   -0.0000   -0.0000
 2022 147   27   4.634   1.584   0.000   0.024   0.000   0.000   0.000     0.0  0.1619  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001    0.0000   -0.0000
 2022 148   28   4.836   1.624   0.000   0.029   0.000   0.000   0.000     0.0  0.2477  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001   -0.0000   -0.0000
 2022 149   29   5.065   1.710   0.000   0.039   0.000   0.000   0.000     0.0  0.3242  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001    0.0000   -0.0000
 2022 150   30   5.338   1.828   0.000   0.051   0.000   0.000   0.000     0.0  0.4030  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001  0.0001    0.0000   -0.0000
 2022 151   31   5.528   1.902   0.000   0.064   0.000   0.000   0.000     0.0  0.4106  0.0000  0.1342  0.0000  0.0000  0.0000  0.0000  0.0000  0.0001  0.0001   -0.0000   -0.0000
 2022 152   32   5.720   1.902   0.000   0.070   0.000   0.000   0.000     0.0  0.4029  0.0000  0.1897  0.0000  0.0130  0.0000  0.0000  0.0001  0.0003  0.0002   -0.0000   -0.0000
 2022 153   33   5.787   1.896   0.000   0.074   0.000   0.000   0.000     0.0  0.3683  0.0000  0.2320  0.0000  0.0703  0.0000  0.0000  0.0001  0.0006  0.0005    0.0000   -0.0000
 2022 154   34   5.917   1.881   0.000   0.075   0.000   0.000   0.000     0.0  0.3269  0.0000  0.1258  0.0000  0.0829  0.0000  0.0000  0.0002  0.0009  0.0007   -0.0000   -0.0000
 2022 155   35   6.035   1.859   0.000   0.076   0.000   0.000   0.000     0.0  0.2957  0.0000  0.0532  0.0000  0.1437  0.0000  0.0000  0.0002  0.0009  0.0008   -0.0000   -0.0000
 2022 156   36   6.181   1.857   0.000   0.077   0.000   0.000   0.000     0.0  0.3345  0.0000  0.0101  0.0000  0.1791  0.0000  0.0000  0.0002  0.0010  0.0008    0.0000   -0.0000
 2022 157   37   6.340   1.867   0.000   0.077   0.000   0.000   0.000     0.0  0.3739  0.0000  0.0000  0.0000  0.2012  0.0000  0.0000  0.0002  0.0011  0.0009   -0.0000   -0.0000
 2022 158   38   6.529   1.886   0.000   0.077   0.000   0.000   0.000     0.0  0.4206  0.0000  0.0000  0.0000  0.2098  0.0000  0.0000  0.0003  0.0012  0.0010   -0.0000   -0.0000
 2022 159   39   6.721   1.904   0.000   0.079   0.000   0.000   0.000     0.0  0.4476  0.0000  0.0000  0.0000  0.2352  0.0000  0.0000  0.0001  0.0005  0.0004   -0.0000   -0.0000
 2022 160   40   6.929   1.925   0.000   0.079   0.000   0.000   0.000     0.0  0.4574  0.0000  0.0000  0.0000  0.2253  0.0000  0.0000  0.0003  0.0013  0.0010    0.0000   -0.0000
 2022 161   41   7.104   1.942   0.000   0.079   0.000   0.000   0.000     0.0  0.4570  0.0000  0.0000  0.0000  0.2622  0.0000  0.0000  0.0003  0.0018  0.0014    0.0000   -0.0000
 2022 162   42   7.298   1.956   0.000   0.078   0.000   0.000   0.000     0.0  0.4600  0.0000  0.0000  0.0000  0.2484  0.0000  0.0000  0.0003  0.0018  0.0014    0.0000   -0.0000
 2022 163   43   7.545   1.973   0.000   0.078   0.000   0.000   0.000     0.0  0.4886  0.0000  0.0000  0.0000  0.2213  0.0000  0.0000  0.0003  0.0018  0.0015   -0.0000   -0.0000
 2022 164   44   7.816   1.987   0.000   0.078   0.000   0.000   0.000     0.0  0.5449  0.0000  0.0000  0.0000  0.2573  0.0000  0.0000  0.0004  0.0018  0.0015    0.0000   -0.0000
 2022 165   45   8.118   1.985   0.000   0.079   0.000   0.000   0.000     0.0  0.6205  0.0000  0.0000  0.0000  0.3152  0.0000  0.0000  0.0004  0.0018  0.0016   -0.0000   -0.0000
 2022 166   46   8.364   1.980   0.000   0.079   0.000   0.000   0.000     0.0  0.6305  0.0000  0.0000  0.0000  0.3851  0.0000  0.0000  0.0004  0.0019  0.0017    0.0000   -0.0000
 2022 167   47   8.586   1.976   0.000   0.079   0.000   0.000   0.000     0.0  0.6269  0.0000  0.0000  0.0000  0.4047  0.0000  0.0000  0.0004  0.0019  0.0018   -0.0000   -0.0000
 2022 168   48   8.772   1.981   0.000   0.079   0.000   0.000   0.000     0.0  0.5908  0.0000  0.0000  0.0000  0.3958  0.0000  0.0000  0.0004  0.0018  0.0018   -0.0000   -0.0000
 2022 169   49   8.997   1.982   0.000   0.079   0.000   0.000   0.000     0.0  0.5965  0.0000  0.0000  0.0000  0.3667  0.0000  0.0000  0.0004  0.0018  0.0019   -0.0000   -0.0000
 2022 170   50   9.254   1.983   0.000   0.079   0.000   0.000   0.000     0.0  0.5819  0.0000  0.0000  0.0000  0.3186  0.0000  0.0000  0.0004  0.0018  0.0020    0.0000   -0.0000
 2022 171   51   9.562   1.973   0.000   0.080   0.000   0.000   0.000     0.0  0.6055  0.0000  0.0000  0.0000  0.3040  0.0000  0.0000  0.0004  0.0017  0.0020   -0.0000   -0.0000
 2022 172   52   9.878   1.951   0.000   0.080   0.000   0.000   0.000     0.0  0.6353  0.0000  0.0000  0.0000  0.3366  0.0000  0.0000  0.0004  0.0017  0.0021   -0.0000   -0.0000
 2022 173   53  10.130   1.940   0.000   0.080   0.000   0.000   0.000     0.0  0.6171  0.0000  0.0000  0.0000  0.3709  0.0000  0.0000  0.0004  0.0016  0.0022    0.0000   -0.0000
 2022 174   54  10.308   1.945   0.000   0.080   0.000   0.000   0.000     0.0  0.5572  0.0000  0.0000  0.0000  0.3699  0.0000  0.0000  0.0004  0.0015  0.0022   -0.0000   -0.0000
 2022 175   55  10.471   1.953   0.000   0.081   0.000   0.000   0.000     0.0  0.5264  0.0000  0.0000  0.0000  0.3523  0.0000  0.0000  0.0004  0.0014  0.0023    0.0000   -0.0000
 2022 176   56  10.601   1.962   0.000   0.080   0.000   0.000   0.000     0.0  0.4959  0.0000  0.0000  0.0000  0.3527  0.0000  0.0000  0.0004  0.0014  0.0023   -0.0000   -0.0000
 2022 177   57  10.686   1.970   0.000   0.079   0.000   0.000   0.000     0.0  0.4389  0.0000  0.0000  0.0000  0.3420  0.0000  0.0000  0.0004  0.0013  0.0023   -0.0000   -0.0000
 2022 178   58  10.770   1.977   0.000   0.078   0.000   0.000   0.000     0.0  0.4173  0.0000  0.0000  0.0000  0.3233  0.0000  0.0000  0.0004  0.0012  0.0024    0.0000    0.0000
 2022 179   59  10.859   1.984   0.000   0.078   0.000   0.000   0.000     0.0  0.4181  0.0000  0.0000  0.0000  0.3202  0.0000  0.0000  0.0004  0.0011  0.0024   -0.0000   -0.0000
 2022 180   60  10.917   1.988   0.000   0.077   0.000   0.000   0.000     0.0  0.3981  0.0000  0.0000  0.0000  0.3324  0.0000  0.0000  0.0004  0.0010  0.0024   -0.0000   -0.0000
 2022 181   61  10.995   1.993   0.000   0.076   0.000   0.000   0.000     0.0  0.4080  0.0000  0.0000  0.0000  0.3220  0.0000  0.0000  0.0004  0.0009  0.0025    0.0000   -0.0000
 2022 182   62  11.088   1.997   0.000   0.075   0.000   0.000   0.000     0.0  0.4360  0.0000  0.0000  0.0000  0.3364  0.0000  0.0000  0.0004  0.0008  0.0025    0.0000    0.0000
 2022 183   63  11.193   1.996   0.000   0.083   0.000   0.000   0.000     0.0  0.4680  0.0000  0.0000  0.0000  0.3511  0.0000  0.0000  0.0004  0.0008  0.0026   -0.0000   -0.0000
 2022 184   64  11.009   2.013   0.000   0.093   0.000   0.000   0.000     0.0  0.5473  0.0000  0.0000  0.0000  0.7040  0.0000  0.0000  0.0001  0.0001  0.0004    0.0000    0.0000
 2022 185   65  11.135   2.017   0.000   0.101   0.000   0.000   0.000     0.0  0.5790  0.0000  0.0000  0.0000  0.4410  0.0000  0.0000  0.0001  0.0001  0.0006    0.0000    0.0000
 2022 186   66  11.201   2.014   0.000   0.105   0.000   0.000   0.000     0.0  0.5858  0.0000  0.0000  0.0000  0.5151  0.0000  0.0000  0.0004  0.0005  0.0025    0.0000    0.0000
 2022 187   67  11.243   2.027   0.000   0.109   0.000   0.000   0.000     0.0  0.6053  0.0000  0.0000  0.0000  0.5454  0.0000  0.0000  0.0001  0.0001  0.0007    0.0000    0.0000
 2022 188   68  11.309   2.023   0.000   0.113   0.000   0.000   0.000     0.0  0.6170  0.0000  0.0000  0.0000  0.5492  0.0000  0.0000  0.0002  0.0003  0.0014    0.0000    0.0000
 2022 189   69  11.381   2.036   0.000   0.117   0.000   0.000   0.000     0.0  0.6356  0.0000  0.0000  0.0000  0.5464  0.0000  0.0000  0.0001  0.0002  0.0006   -0.0000    0.0000
 2022 190   70  11.481   2.035   0.000   0.118   0.000   0.000   0.000     0.0  0.6471  0.0000  0.0000  0.0000  0.5436  0.0000  0.0000  0.0004  0.0007  0.0023    0.0000    0.0000
 2022 191   71  11.532   2.037   0.000   0.116   0.000   0.000   0.000     0.0  0.6471  0.0000  0.0000  0.0000  0.5889  0.0000  0.0000  0.0007  0.0010  0.0044   -0.0000    0.0000
 2022 192   72  11.575   2.041   0.000   0.115   0.000   0.000   0.000     0.0  0.6499  0.0000  0.0000  0.0000  0.5983  0.0000  0.0000  0.0007  0.0009  0.0045   -0.0000    0.0000
 2022 193   73  11.585   2.050   0.000   0.113   0.000   0.000   0.000     0.0  0.6326  0.0000  0.0000  0.0000  0.6104  0.0000  0.0000  0.0007  0.0007  0.0044    0.0000    0.0000
 2022 194   74  11.588   2.061   0.000   0.112   0.000   0.000   0.000     0.0  0.6134  0.0000  0.0000  0.0000  0.5947  0.0000  0.0000  0.0007  0.0006  0.0044   -0.0000    0.0000
 2022 195   75  11.590   2.065   0.000   0.111   0.000   0.000   0.000     0.0  0.6082  0.0000  0.0000  0.0000  0.5982  0.0000  0.0000  0.0006  0.0005  0.0043    0.0000    0.0000
 2022 196   76  11.601   2.062   0.000   0.110   0.000   0.000   0.000     0.0  0.5986  0.0000  0.0000  0.0000  0.5859  0.0000  0.0000  0.0006  0.0004  0.0044   -0.0000    0.0000
 2022 197   77  11.576   2.064   0.000   0.108   0.000   0.000   0.000     0.0  0.5595  0.0000  0.0000  0.0000  0.5784  0.0000  0.0000  0.0006  0.0003  0.0044    0.0000    0.0000
 2022 198   78  11.610   2.057   0.000   0.107   0.000   0.000   0.000     0.0  0.5757  0.0000  0.0000  0.0000  0.5447  0.0000  0.0000  0.0006  0.0003  0.0044   -0.0000    0.0000
 2022 199   79  11.657   2.044   0.000   0.106   0.000   0.000   0.000     0.0  0.5789  0.0000  0.0000  0.0000  0.5410  0.0000  0.0000  0.0006  0.0002  0.0044    0.0000    0.0000
 2022 200   80  11.705   2.029   0.000   0.105   0.000   0.000   0.000     0.0  0.5681  0.0000  0.0000  0.0000  0.5300  0.0000  0.0000  0.0006  0.0002  0.0044    0.0000    0.0000
 2022 201   81  11.723   2.027   0.000   0.104   0.000   0.000   0.000     0.0  0.5251  0.0000  0.0000  0.0000  0.5059  0.0000  0.0000  0.0006  0.0001  0.0044    0.0000    0.0000
 2022 202   82  11.753   2.027   0.000   0.103   0.000   0.000   0.000     0.0  0.5007  0.0000  0.0000  0.0000  0.4673  0.0000  0.0000  0.0006  0.0001  0.0044   -0.0000    0.0000
 2022 203   83  11.720   2.033   0.000   0.105   0.000   0.000   0.000     0.0  0.5403  0.0000  0.0000  0.0000  0.5628  0.0000  0.0000  0.0002  0.0000  0.0012   -0.0000    0.0000
 2022 204   84  11.727   2.033   0.000   0.105   0.000   0.000   0.000     0.0  0.5507  0.0000  0.0000  0.0000  0.5391  0.0000  0.0000  0.0005  0.0001  0.0036    0.0000    0.0000
 2022 205   85  11.704   2.033   0.000   0.103   0.000   0.000   0.000     0.0  0.5354  0.0000  0.0000  0.0000  0.5543  0.0000  0.0000  0.0007  0.0001  0.0049   -0.0000    0.0000
 2022 206   86  11.670   2.039   0.000   0.101   0.000   0.000   0.000     0.0  0.5133  0.0000  0.0000  0.0000  0.5392  0.0000  0.0000  0.0006  0.0001  0.0048   -0.0000    0.0000
 2022 207   87  11.683   2.044   0.000   0.101   0.000   0.000   0.000     0.0  0.5004  0.0000  0.0000  0.0000  0.4779  0.0000  0.0000  0.0005  0.0000  0.0034    0.0000    0.0000
 2022 208   88  11.671   2.054   0.000   0.099   0.000   0.000   0.000     0.0  0.4757  0.0000  0.0000  0.0000  0.4741  0.0000  0.0000  0.0007  0.0001  0.0049    0.0000    0.0000
 2022 209   89  11.655   2.085   0.000   0.101   0.000   0.000   0.000     0.0  0.4822  0.0000  0.0000  0.0000  0.4644  0.0000  0.0000  0.0001  0.0000  0.0007   -0.0000    0.0000
 2022 210   90  11.630   2.103   0.000   0.101   0.000   0.000   0.000     0.0  0.4509  0.0000  0.0000  0.0000  0.4551  0.0000  0.0000  0.0003  0.0000  0.0023    0.0000    0.0000
 2022 211   91  11.613   2.119   0.000   0.099   0.000   0.000   0.000     0.0  0.4478  0.0000  0.0000  0.0000  0.4454  0.0000  0.0000  0.0006  0.0000  0.0042    0.0000    0.0000
 2022 212   92  11.610   2.133   0.000   0.096   0.000   0.000   0.000     0.0  0.4544  0.0000  0.0000  0.0000  0.4405  0.0000  0.0000  0.0007  0.0000  0.0053    0.0000    0.0000
 2022 213   93  11.603   2.144   0.000   0.094   0.000   0.000   0.000     0.0  0.4651  0.0000  0.0000  0.0000  0.4576  0.0000  0.0000  0.0007  0.0000  0.0050    0.0000    0.0000
 2022 214   94  11.645   2.151   0.000   0.092   0.000   0.000   0.000     0.0  0.4817  0.0000  0.0000  0.0000  0.4297  0.0000  0.0000  0.0006  0.0000  0.0047   -0.0000    0.0000
 2022 215   95  11.733   2.145   0.000   0.091   0.000   0.000   0.000     0.0  0.5229  0.0000  0.0000  0.0000  0.4371  0.0000  0.0000  0.0006  0.0000  0.0045    0.0000    0.0000
 2022 216   96  11.804   2.134   0.000   0.090   0.000   0.000   0.000     0.0  0.5318  0.0000  0.0000  0.0000  0.4675  0.0000  0.0000  0.0006  0.0000  0.0044   -0.0000    0.0000
 2022 217   97  11.871   2.120   0.000   0.089   0.000   0.000   0.000     0.0  0.5337  0.0000  0.0000  0.0000  0.4772  0.0000  0.0000  0.0006  0.0000  0.0043    0.0000    0.0000
 2022 218   98  11.942   2.101   0.000   0.088   0.000   0.000   0.000     0.0  0.5378  0.0000  0.0000  0.0000  0.4812  0.0000  0.0000  0.0006  0.0000  0.0043    0.0000    0.0000
 2022 219   99  11.987   2.087   0.000   0.087   0.000   0.000   0.000     0.0  0.5237  0.0000  0.0000  0.0000  0.4890  0.0000  0.0000  0.0006  0.0000  0.0042   -0.0000    0.0000
 2022 220  100  11.977   2.091   0.000   0.086   0.000   0.000   0.000     0.0  0.4780  0.0000  0.0000  0.0000  0.4807  0.0000  0.0000  0.0006  0.0000  0.0040   -0.0000    0.0000
 2022 221  101  11.968   2.098   0.000   0.085   0.000   0.000   0.000     0.0  0.4434  0.0000  0.0000  0.0000  0.4421  0.0000  0.0000  0.0006  0.0000  0.0040    0.0000    0.0000
 2022 222  102  11.974   2.101   0.000   0.083   0.000   0.000   0.000     0.0  0.4345  0.0000  0.0000  0.0000  0.4217  0.0000  0.0000  0.0006  0.0000  0.0039   -0.0000    0.0000
 2022 223  103  11.968   2.105   0.000   0.082   0.000   0.000   0.000     0.0  0.4101  0.0000  0.0000  0.0000  0.4102  0.0000  0.0000  0.0006  0.0000  0.0038   -0.0000    0.0000
 2022 224  104  11.972   2.106   0.000   0.081   0.000   0.000   0.000     0.0  0.4015  0.0000  0.0000  0.0000  0.3922  0.0000  0.0000  0.0005  0.0000  0.0038   -0.0000    0.0000
 2022 225  105  12.019   2.100   0.000   0.080   0.000   0.000   0.000     0.0  0.4292  0.0000  0.0000  0.0000  0.3852  0.0000  0.0000  0.0005  0.0000  0.0037    0.0000    0.0000
 2022 226  106  12.064   2.089   0.000   0.079   0.000   0.000   0.000     0.0  0.4438  0.0000  0.0000  0.0000  0.4068  0.0000  0.0000  0.0005  0.0000  0.0037    0.0000    0.0000
 2022 227  107  12.093   2.077   0.000   0.078   0.000   0.000   0.000     0.0  0.4399  0.0000  0.0000  0.0000  0.4191  0.0000  0.0000  0.0005  0.0000  0.0036    0.0000    0.0000
 2022 228  108  12.033   2.068   0.000   0.080   0.000   0.000   0.000     0.0  0.4751  0.0000  0.0000  0.0000  0.5407  0.0000  0.0000  0.0003  0.0000  0.0019    0.0000    0.0000
 2022 229  109  12.004   2.071   0.000   0.080   0.000   0.000   0.000     0.0  0.4567  0.0000  0.0000  0.0000  0.4788  0.0000  0.0000  0.0004  0.0000  0.0028    0.0000    0.0000
 2022 230  110  11.951   2.079   0.000   0.079   0.000   0.000   0.000     0.0  0.4253  0.0000  0.0000  0.0000  0.4676  0.0000  0.0000  0.0005  0.0000  0.0036   -0.0000    0.0000
 2022 231  111  11.894   2.087   0.000   0.078   0.000   0.000   0.000     0.0  0.4090  0.0000  0.0000  0.0000  0.4555  0.0000  0.0000  0.0005  0.0000  0.0035    0.0000    0.0000
 2022 232  112  11.839   2.096   0.000   0.077   0.000   0.000   0.000     0.0  0.3809  0.0000  0.0000  0.0000  0.4237  0.0000  0.0000  0.0005  0.0000  0.0034   -0.0000    0.0000
 2022 233  113  11.779   2.104   0.000   0.075   0.000   0.000   0.000     0.0  0.3538  0.0000  0.0000  0.0000  0.4033  0.0000  0.0000  0.0005  0.0000  0.0034   -0.0000    0.0000
 2022 234  114  11.747   2.109   0.000   0.074   0.000   0.000   0.000     0.0  0.3617  0.0000  0.0000  0.0000  0.3858  0.0000  0.0000  0.0005  0.0000  0.0033    0.0000    0.0000
 2022 235  115  11.720   2.113   0.000   0.073   0.000   0.000   0.000     0.0  0.3624  0.0000  0.0000  0.0000  0.3824  0.0000  0.0000  0.0005  0.0000  0.0033    0.0000    0.0000
 2022 236  116  11.691   2.116   0.000   0.072   0.000   0.000   0.000     0.0  0.3581  0.0000  0.0000  0.0000  0.3826  0.0000  0.0000  0.0005  0.0000  0.0032    0.0000    0.0000
 2022 237  117  11.676   2.117   0.000   0.071   0.000   0.000   0.000     0.0  0.3646  0.0000  0.0000  0.0000  0.3749  0.0000  0.0000  0.0005  0.0000  0.0032    0.0000    0.0000
 2022 238  118  11.695   2.113   0.000   0.071   0.000   0.000   0.000     0.0  0.3875  0.0000  0.0000  0.0000  0.3692  0.0000  0.0000  0.0005  0.0000  0.0031    0.0000    0.0000
 2022 239  119  11.721   2.107   0.000   0.070   0.000   0.000   0.000     0.0  0.3977  0.0000  0.0000  0.0000  0.3748  0.0000  0.0000  0.0005  0.0000  0.0031   -0.0000    0.0000
 2022 240  120  11.758   2.098   0.000   0.070   0.000   0.000   0.000     0.0  0.4066  0.0000  0.0000  0.0000  0.3753  0.0000  0.0000  0.0005  0.0000  0.0030   -0.0000    0.0000
 2022 241  121  11.800   2.088   0.000   0.070   0.000   0.000   0.000     0.0  0.4119  0.0000  0.0000  0.0000  0.3774  0.0000  0.0000  0.0004  0.0000  0.0030    0.0000    0.0000
 2022 242  122  11.828   2.081   0.000   0.069   0.000   0.000   0.000     0.0  0.4027  0.0000  0.0000  0.0000  0.3783  0.0000  0.0000  0.0004  0.0000  0.0030   -0.0000    0.0000
 2022 243  123  11.832   2.079   0.000   0.073   0.000   0.000   0.000     0.0  0.3836  0.0000  0.0000  0.0000  0.3751  0.0000  0.0000  0.0004  0.0000  0.0030    0.0000    0.0000
 2022 244  124  11.822   2.078   0.000   0.074   0.000   0.000   0.000     0.0  0.3870  0.0000  0.0000  0.0000  0.3928  0.0000  0.0000  0.0004  0.0000  0.0029   -0.0000    0.0000
 2022 245  125  11.818   2.079   0.000   0.074   0.000   0.000   0.000     0.0  0.3720  0.0000  0.0000  0.0000  0.3713  0.0000  0.0000  0.0004  0.0000  0.0029    0.0000    0.0000
 2022 246  126  11.821   2.080   0.000   0.074   0.000   0.000   0.000     0.0  0.3657  0.0000  0.0000  0.0000  0.3586  0.0000  0.0000  0.0004  0.0000  0.0029    0.0000    0.0000
 2022 247  127  11.819   2.082   0.000   0.073   0.000   0.000   0.000     0.0  0.3567  0.0000  0.0000  0.0000  0.3547  0.0000  0.0000  0.0004  0.0000  0.0029    0.0000    0.0000
 2022 248  128  11.809   2.084   0.000   0.072   0.000   0.000   0.000     0.0  0.3455  0.0000  0.0000  0.0000  0.3509  0.0000  0.0000  0.0004  0.0000  0.0029   -0.0000    0.0000
 2022 249  129  11.795   2.086   0.000   0.072   0.000   0.000   0.000     0.0  0.3361  0.0000  0.0000  0.0000  0.3456  0.0000  0.0000  0.0004  0.0000  0.0028   -0.0000    0.0000
 2022 250  130  11.793   2.087   0.000   0.071   0.000   0.000   0.000     0.0  0.3420  0.0000  0.0000  0.0000  0.3403  0.0000  0.0000  0.0004  0.0000  0.0028    0.0000    0.0000
