*SOIL INORGANIC N BALANCE

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  APR 04, 2025 15:50:50

*RUN   1        : farm_23                   MZCER048 UNLI2309    1
 MODEL          : MZCER048 - Maize
 EXPERIMENT     : UNLI2309 MZ PIO1366
 DATA PATH      :
 TREATMENT  1   : farm_23                   MZCER048
  
!               |------------------- STATE VARIABLES -------------------|---- ADDED ---|----------------------------- REMOVED TODAY --------------------------|    DAILY     CUMUL
@YEAR DOY  DAS     NO3     NH4   TUREA   TNGAS  FLOODN  ALGFIX  UNFERT   AFERT  AMINER  RIMMOB    RLCH    RLTD    RNUP    RNRO    RAML   N2OED    N2ED    NOED      DBAL      CBAL
 2023 167   58  15.151   1.793   0.000   0.086   0.000   0.000   0.000     0.0  0.3299  0.0000  0.0000  0.0000  0.9253  0.0000  0.0000  0.0003  0.0013  0.0005    0.0000    0.0000
 2023 168   59  15.216   1.786   0.000   0.085   0.000   0.000   0.000     0.0  0.3403  0.0000  0.0000  0.0000  0.2810  0.0000  0.0000  0.0003  0.0013  0.0005   -0.0000    0.0000
 2023 169   60  15.306   1.785   0.000   0.085   0.000   0.000   0.000     0.0  0.3658  0.0000  0.0000  0.0000  0.2756  0.0000  0.0000  0.0003  0.0013  0.0006    0.0000    0.0000
 2023 170   61  15.405   1.787   0.000   0.084   0.000   0.000   0.000     0.0  0.3952  0.0000  0.0000  0.0000  0.2923  0.0000  0.0000  0.0003  0.0013  0.0006    0.0000    0.0000
 2023 171   62  15.516   1.789   0.000   0.083   0.000   0.000   0.000     0.0  0.4293  0.0000  0.0000  0.0000  0.3143  0.0000  0.0000  0.0003  0.0013  0.0006   -0.0000    0.0000
 2023 172   63  15.617   1.791   0.000   0.083   0.000   0.000   0.000     0.0  0.4468  0.0000  0.0000  0.0000  0.3419  0.0000  0.0000  0.0003  0.0013  0.0006    0.0000    0.0000
 2023 173   64  15.729   1.791   0.000   0.083   0.000   0.000   0.000     0.0  0.4691  0.0000  0.0000  0.0000  0.3557  0.0000  0.0000  0.0003  0.0013  0.0006    0.0000    0.0000
 2023 174   65  15.750   1.834   0.000   0.084   0.000   0.000   0.000     0.0  0.4859  0.0000  0.0000  0.0000  0.4202  0.0000  0.0000  0.0001  0.0003  0.0001    0.0000    0.0000
 2023 175   66  15.855   1.873   0.000   0.085   0.000   0.000   0.000     0.0  0.4924  0.0000  0.0000  0.0000  0.3467  0.0000  0.0000  0.0001  0.0003  0.0001   -0.0000    0.0000
 2023 176   67  15.843   1.888   0.000   0.085   0.000   0.000   0.000     0.0  0.4812  0.0000  0.1326  0.0000  0.3433  0.0000  0.0000  0.0002  0.0008  0.0004    0.0000    0.0000
 2023 177   68  15.960   1.883   0.000   0.085   0.000   0.000   0.000     0.0  0.4559  0.0000  0.0285  0.0000  0.3139  0.0000  0.0000  0.0003  0.0012  0.0006   -0.0000    0.0000
 2023 178   69  16.053   1.863   0.000   0.084   0.000   0.000   0.000     0.0  0.4365  0.0000  0.0000  0.0000  0.3613  0.0000  0.0000  0.0004  0.0014  0.0007   -0.0000    0.0000
 2023 179   70  16.140   1.843   0.000   0.084   0.000   0.000   0.000     0.0  0.4481  0.0000  0.0000  0.0000  0.3789  0.0000  0.0000  0.0004  0.0014  0.0007    0.0000    0.0000
 2023 180   71  16.236   1.826   0.000   0.083   0.000   0.000   0.000     0.0  0.4707  0.0000  0.0000  0.0000  0.3902  0.0000  0.0000  0.0004  0.0014  0.0007   -0.0000    0.0000
 2023 181   72  16.318   1.815   0.000   0.083   0.000   0.000   0.000     0.0  0.4834  0.0000  0.0000  0.0000  0.4102  0.0000  0.0000  0.0004  0.0012  0.0007    0.0000    0.0000
 2023 182   73  16.331   1.850   0.000   0.084   0.000   0.000   0.000     0.0  0.4863  0.0000  0.0000  0.0000  0.4369  0.0000  0.0000  0.0001  0.0003  0.0002    0.0000    0.0000
 2023 183   74  16.353   1.867   0.000   0.085   0.000   0.000   0.000     0.0  0.4889  0.0000  0.0806  0.0000  0.3673  0.0000  0.0000  0.0003  0.0008  0.0004   -0.0000    0.0000
 2023 184   75  16.463   1.863   0.000   0.084   0.000   0.000   0.000     0.0  0.4823  0.0000  0.0073  0.0000  0.3661  0.0000  0.0000  0.0004  0.0012  0.0007    0.0000    0.0000
 2023 185   76  16.548   1.840   0.000   0.084   0.000   0.000   0.000     0.0  0.4765  0.0000  0.0000  0.0000  0.4137  0.0000  0.0000  0.0005  0.0014  0.0008   -0.0000    0.0000
 2023 186   77  16.596   1.827   0.000   0.083   0.000   0.000   0.000     0.0  0.4688  0.0000  0.0000  0.0000  0.4307  0.0000  0.0000  0.0004  0.0013  0.0008   -0.0000   -0.0000
 2023 187   78  16.630   1.825   0.000   0.082   0.000   0.000   0.000     0.0  0.4464  0.0000  0.0000  0.0000  0.4134  0.0000  0.0000  0.0004  0.0013  0.0008   -0.0000   -0.0000
 2023 188   79  16.622   1.856   0.000   0.083   0.000   0.000   0.000     0.0  0.4240  0.0000  0.0000  0.0000  0.3991  0.0000  0.0000  0.0001  0.0003  0.0002   -0.0000   -0.0000
 2023 189   80  16.615   1.891   0.000   0.084   0.000   0.000   0.000     0.0  0.4184  0.0000  0.0356  0.0000  0.3526  0.0000  0.0000  0.0001  0.0003  0.0002    0.0000   -0.0000
 2023 190   81  16.246   1.903   0.000   0.084   0.000   0.000   0.000     0.0  0.3643  0.0000  0.4136  0.0000  0.3072  0.0000  0.0000  0.0003  0.0007  0.0005    0.0000    0.0000
 2023 191   82  16.409   1.892   0.000   0.084   0.000   0.000   0.000     0.0  0.3514  0.0000  0.0000  0.0000  0.1975  0.0000  0.0000  0.0004  0.0011  0.0008   -0.0000   -0.0000
 2023 192   83  16.315   1.897   0.000   0.085   0.000   0.000   0.000     0.0  0.4052  0.0000  0.1834  0.0000  0.3088  0.0000  0.0000  0.0002  0.0007  0.0004    0.0000   -0.0000
 2023 193   84  16.456   1.888   0.000   0.084   0.000   0.000   0.000     0.0  0.4544  0.0000  0.0206  0.0000  0.2996  0.0000  0.0000  0.0004  0.0011  0.0008   -0.0000   -0.0000
 2023 194   85  16.563   1.862   0.000   0.084   0.000   0.000   0.000     0.0  0.4768  0.0000  0.0000  0.0000  0.3931  0.0000  0.0000  0.0005  0.0013  0.0009   -0.0000   -0.0000
 2023 195   86  16.560   1.893   0.000   0.086   0.000   0.000   0.000     0.0  0.5213  0.0000  0.0382  0.0000  0.4532  0.0000  0.0000  0.0001  0.0003  0.0002    0.0000    0.0000
