*WATER BALANCE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  JUN 25, 2025 18:37:00

*RUN   1        : farm_23                   MZCER048 UNLI2309    1
 MODEL          : MZCER048 - Maize
 EXPERIMENT     : UNLI2309 MZ PIO1366
 DATA PATH      :
 TREATMENT  1   : farm_23                   MZCER048
  
@YEAR DOY   DAS    SWTD    FWTD    SNTD   MWTD   IRRD   PRED  RESAD   LFLOD  MEVAP   DRND   ROFD   FROD   ESAD   EPAD   EFAD   TDFD    WBAL   CUMWBAL        TOTS    TOTU    TOTX    TOTT    TOTL
 2020 121    12  428.26    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.27   0.00   0.00   0.00   -0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 122    13  427.95    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.31   0.00   0.00   0.00    0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 123    14  428.83    0.00    0.00   3.50   0.00   4.60   0.00    0.00   0.00   0.00   0.00   0.00   0.22   0.00   0.00   0.00    0.00      0.00        1.10   -0.00    0.00    0.00    0.00
 2020 124    15  439.23    0.00    0.00   1.51   0.00  10.40   0.00    0.00   1.99   0.00   0.00   0.00   0.00   0.00   0.00   0.00   -0.00      0.00       10.40    0.00    0.00    0.00    0.00
 2020 125    16  457.56    0.00    0.00   3.58   0.00  21.60   0.00    0.00   1.20   0.00   0.00   0.00   0.00   0.00   0.00   0.00   -0.00      0.00       18.33    0.00    0.00    0.00    0.00
 2020 126    17  457.56    0.00    0.00   1.50   0.00   0.00   0.00    0.00   2.09   0.00   0.00   0.00   0.00   0.00   0.00   0.00   -0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 127    18  457.56    0.00    0.00   0.29   0.00   0.00   0.00    0.00   1.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00    0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 128    19  457.50    0.00    0.00   0.06   0.00   0.00   0.00    0.00   0.23   0.00   0.00   0.00   0.06   0.00   0.00   0.00   -0.00      0.00       -0.00    0.00    0.00    0.00    0.00
 2020 129    20  457.26    0.00    0.00   0.01   0.00   0.00   0.00    0.00   0.04   0.00   0.00   0.00   0.24   0.00   0.00   0.00    0.00      0.00       -0.00    0.00    0.00    0.00    0.00
 2020 130    21  457.06    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.01   0.00   0.00   0.00   0.20   0.00   0.00   0.00    0.00      0.00        0.00   -0.00    0.00    0.00    0.00
 2020 131    22  456.83    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.23   0.00   0.00   0.00    0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 132    23  456.77    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.06   0.00   0.00   0.00   -0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 133    24  456.67    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.10   0.00   0.00   0.00    0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 134    25  456.50    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.17   0.00   0.00   0.00    0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 135    26  456.20    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.30   0.00   0.00   0.00    0.00      0.00        0.00   -0.00    0.00    0.00    0.00
 2020 136    27  469.50    0.00    0.00   3.50   0.00  17.00   0.00    0.00   0.00   0.00   0.00   0.00   0.20   0.00   0.00   0.00   -0.00      0.00       13.50   -0.00    0.00    0.00    0.00
 2020 137    28  478.90    0.00    0.00   1.51   0.00   9.40   0.00    0.00   1.99   0.00   0.00   0.00   0.00   0.00   0.00   0.00   -0.00      0.00        9.40   -0.00    0.00    0.00    0.00
 2020 138    29  478.90    0.00    0.00   0.29   0.00   0.00   0.00    0.00   1.22   0.00   0.00   0.00   0.00   0.00   0.00   0.00   -0.00      0.00        0.00   -0.00    0.00    0.00    0.00
 2020 139    30  478.84    0.00    0.00   0.06   0.00   0.00   0.00    0.00   0.23   0.00   0.00   0.00   0.06   0.00   0.00   0.00    0.00      0.00        0.00    0.00    0.00    0.00    0.00
 2020 140    31  478.54    0.00    0.00   0.01   0.00   0.00   0.00    0.00   0.05   0.00   0.00   0.00   0.30   0.00   0.00   0.00    0.00      0.00        0.00   -0.00    0.00    0.00    0.00
 2020 141    32  477.98    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.01   0.00   0.00   0.00   0.56   0.00   0.00   0.00   -0.00      0.00        0.00    0.00   -0.00    0.00    0.00
 2020 142    33  477.91    0.00    0.00   1.90   0.00   2.00   0.00    0.00   0.00   0.00   0.00   0.00   0.17   0.00   0.00   0.00   -0.00      0.00        0.10   -0.00   -0.00    0.00    0.00
 2020 143    34  477.92    0.00    0.00   0.65   0.00   0.30   0.00    0.00   1.54   0.00   0.00   0.00   0.00   0.01   0.00   0.00    0.00      0.00        0.01   -0.00   -0.01    0.00    0.00
 2020 144    35  478.07    0.00    0.00   3.26   0.00   3.30   0.00    0.00   0.53   0.00   0.00   0.00   0.00   0.01   0.00   0.00   -0.00      0.00        0.16    0.00   -0.01    0.00    0.00
 2020 145    36  478.06    0.00    0.00   0.63   0.00   0.00   0.00    0.00   2.63   0.00   0.00   0.00   0.00   0.01   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.01    0.00    0.00
 2020 146    37  487.84    0.00    0.00   3.53   0.00  13.20   0.00    0.00   0.51   0.00   0.00   0.00   0.00   0.01   0.00   0.00   -0.00      0.00        9.79    0.00   -0.01    0.00    0.00
 2020 147    38  487.81    0.00    0.00   0.68   0.00   0.00   0.00    0.00   2.85   0.00   0.00   0.00   0.00   0.02   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.02    0.00    0.00
 2020 148    39  487.77    0.00    0.00   0.13   0.00   0.00   0.00    0.00   0.55   0.00   0.00   0.00   0.01   0.03   0.00   0.00   -0.00      0.00        0.00    0.00   -0.03    0.00    0.00
 2020 149    40  487.34    0.00    0.00   0.03   0.00   0.00   0.00    0.00   0.11   0.00   0.00   0.00   0.41   0.03   0.00   0.00    0.00      0.00       -0.00   -0.00   -0.03    0.00    0.00
 2020 150    41  486.76    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.02   0.00   0.00   0.00   0.54   0.04   0.00   0.00   -0.00      0.00        0.00    0.00   -0.04    0.00    0.00
 2020 151    42  486.16    0.00    0.00   0.76   0.00   0.80   0.00    0.00   0.00   0.00   0.00   0.00   0.57   0.06   0.00   0.00   -0.00      0.00        0.04   -0.00   -0.06    0.00    0.00
 2020 152    43  486.08    0.00    0.00   0.15   0.00   0.00   0.00    0.00   0.61   0.00   0.00   0.00   0.00   0.09   0.00   0.00   -0.00      0.00        0.00    0.00   -0.09    0.00    0.00
 2020 153    44  485.48    0.00    0.00   0.03   0.00   0.00   0.00    0.00   0.12   0.00   0.00   0.00   0.47   0.13   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.13    0.00    0.00
 2020 154    45  484.79    0.00    0.00   0.01   0.00   0.00   0.00    0.00   0.02   0.00   0.00   0.00   0.52   0.17   0.00   0.00    0.00      0.00        0.00   -0.00   -0.17    0.00    0.00
 2020 155    46  484.01    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.54   0.23   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.23    0.00    0.00
 2020 156    47  483.18    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.55   0.28   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.28    0.00    0.00
 2020 157    48  482.17    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.61   0.40   0.00   0.00    0.00      0.00        0.00    0.00   -0.40    0.00    0.00
 2020 158    49  481.30    0.00    0.00   1.24   0.00   1.30   0.00    0.00   0.00   0.00   0.00   0.00   0.52   0.42   0.00   0.00    0.00      0.00        0.06    0.00   -0.42    0.00    0.00
 2020 159    50  480.65    0.00    0.00   0.24   0.00   0.00   0.00    0.00   1.00   0.00   0.00   0.00   0.00   0.65   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.65    0.00    0.00
 2020 160    51  479.74    0.00    0.00   2.42   0.00   2.50   0.00    0.00   0.19   0.00   0.00   0.00   0.33   0.70   0.00   0.00    0.00      0.00        0.12    0.00   -0.70    0.00    0.00
 2020 161    52  480.33    0.00    0.00   3.00   0.00   2.00   0.00    0.00   0.69   0.00   0.00   0.00   0.00   0.14   0.00   0.00    0.00      0.00        0.73    0.00   -0.14    0.00    0.00
 2020 162    53  479.53    0.00    0.00   0.58   0.00   0.00   0.00    0.00   2.42   0.00   0.00   0.00   0.00   0.80   0.00   0.00   -0.00      0.00        0.00    0.00   -0.80    0.00    0.00
 2020 163    54  478.65    0.00    0.00   0.11   0.00   0.00   0.00    0.00   0.47   0.00   0.00   0.00   0.02   0.85   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.85    0.00    0.00
 2020 164    55  477.23    0.00    0.00   0.02   0.00   0.00   0.00    0.00   0.09   0.00   0.00   0.00   0.42   1.00   0.00   0.00    0.00      0.00        0.00    0.00   -1.00    0.00    0.00
 2020 165    56  475.60    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.02   0.00   0.00   0.00   0.49   1.14   0.00   0.00    0.00      0.00        0.00   -0.00   -1.14    0.00    0.00
 2020 166    57  474.02    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.44   1.14   0.00   0.00    0.00      0.00        0.00   -0.00   -1.14    0.00    0.00
 2020 167    58  472.15    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.48   1.40   0.00   0.00   -0.00      0.00        0.00   -0.00   -1.40    0.00    0.00
 2020 168    59  470.03    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.49   1.63   0.00   0.00   -0.00      0.00        0.00   -0.00   -1.63    0.00    0.00
 2020 169    60  467.80    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.47   1.76   0.00   0.00   -0.00      0.00        0.00   -0.00   -1.76    0.00    0.00
 2020 170    61  466.18    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.30   1.32   0.00   0.00    0.00      0.00        0.00   -0.00   -1.32    0.00    0.00
 2020 171    62  464.94    0.00    0.00   2.19   0.00   2.30   0.00    0.00   0.00   0.00   0.00   0.00   0.24   1.11   0.00   0.00    0.00      0.00        0.11   -0.00   -1.11    0.00    0.00
 2020 172    63  463.31    0.00    0.00   0.42   0.00   0.00   0.00    0.00   1.77   0.00   0.00   0.00   0.00   1.63   0.00   0.00    0.00      0.00        0.00   -0.00   -1.63    0.00    0.00
 2020 173    64  461.75    0.00    0.00   0.08   0.00   0.00   0.00    0.00   0.34   0.00   0.00   0.00   0.00   1.56   0.00   0.00   -0.00      0.00        0.00    0.00   -1.56    0.00    0.00
 2020 174    65  459.81    0.00    0.00   2.20   0.00   2.30   0.00    0.00   0.07   0.00   0.00   0.00   0.30   1.76   0.00   0.00    0.00      0.00        0.11   -0.00   -1.76    0.00    0.00
 2020 175    66  458.06    0.00    0.00   0.42   0.00   0.00   0.00    0.00   1.78   0.00   0.00   0.00   0.00   1.75   0.00   0.00   -0.00      0.00        0.00   -0.00   -1.75    0.00    0.00
 2020 176    67  455.93    0.00    0.00   0.08   0.00   0.00   0.00    0.00   0.34   0.00   0.00   0.00   0.07   2.06   0.00   0.00   -0.00      0.00        0.00    0.00   -2.06    0.00    0.00
 2020 177    68  453.88    0.00    0.00   1.73   0.00   1.80   0.00    0.00   0.07   0.00   0.00   0.00   0.29   1.84   0.00   0.00   -0.00      0.00        0.09   -0.00   -1.84    0.00    0.00
 2020 178    69  451.68    0.00    0.00   0.62   0.00   0.30   0.00    0.00   1.39   0.00   0.00   0.00   0.00   2.22   0.00   0.00   -0.00      0.00        0.01    0.00   -2.22    0.00    0.00
 2020 179    70  449.51    0.00    0.00   0.12   0.00   0.00   0.00    0.00   0.50   0.00   0.00   0.00   0.00   2.17   0.00   0.00    0.00      0.00        0.00    0.00   -2.17    0.00    0.00
 2020 180    71  446.81    0.00    0.00   0.02   0.00   0.00   0.00    0.00   0.10   0.00   0.00   0.00   0.30   2.40   0.00   0.00    0.00      0.00        0.00   -0.00   -2.40    0.00    0.00
 2020 181    72  443.88    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.02   0.00   0.00   0.00   0.38   2.56   0.00   0.00   -0.00      0.00        0.00   -0.00   -2.56    0.00    0.00
 2020 182    73  441.50    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.32   2.05   0.00   0.00    0.00      0.00        0.00    0.00   -2.05    0.00    0.00
 2020 183    74  438.97    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.35   2.18   0.00   0.00   -0.00      0.00        0.00    0.00   -2.18    0.00    0.00
 2020 184    75  436.81    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.30   1.85   0.00   0.00    0.00      0.00        0.00    0.00   -1.85    0.00    0.00
 2020 185    76  434.07    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.40   2.35   0.00   0.00    0.00      0.00        0.00   -0.00   -2.35    0.00    0.00
 2020 186    77  431.34    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.40   2.33   0.00   0.00   -0.00      0.00        0.00   -0.00   -2.33    0.00    0.00
 2020 187    78  428.96    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.36   2.02   0.00   0.00    0.00      0.00        0.00    0.00   -2.02    0.00    0.00
 2020 188    79  426.28    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.41   2.27   0.00   0.00   -0.00      0.00        0.00    0.00   -2.27    0.00    0.00
 2020 189    80  423.54    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.43   2.31   0.00   0.00    0.00      0.00        0.00   -0.00   -2.31    0.00    0.00
 2020 190    81  421.19    0.00    0.00   3.14   0.00   3.30   0.00    0.00   0.00   0.00   0.00   0.00   0.41   2.10   0.00   0.00   -0.00      0.00        0.16    0.00   -2.10    0.00    0.00
 2020 191    82  434.04    0.00    0.00   0.97   0.00  15.20   0.00    0.00   2.53   0.00   0.00   0.00   0.00   1.99   0.00   0.00   -0.00      0.00       14.84   -0.00   -1.99    0.00    0.00
 2020 192    83  432.05    0.00    0.00   0.19   0.00   0.00   0.00    0.00   0.78   0.00   0.00   0.00   0.00   1.99   0.00   0.00    0.00      0.00        0.00    0.00   -1.99    0.00    0.00
 2020 193    84  429.91    0.00    0.00   0.04   0.00   0.00   0.00    0.00   0.15   0.00   0.00   0.00   0.24   1.91   0.00   0.00   -0.00      0.00        0.00   -0.00   -1.91    0.00    0.00
 2020 194    85  427.83    0.00    0.00   0.01   0.00   0.00   0.00    0.00   0.03   0.00   0.00   0.00   0.35   1.73   0.00   0.00    0.00      0.00        0.00    0.00   -1.73    0.00    0.00
 2020 195    86  454.70    0.00    0.00   3.50   0.00  32.50   0.00    0.00   0.01   0.00   0.00   0.00   0.38   1.75   0.00   0.00    0.00      0.00       29.00    0.00   -1.75    0.00    0.00
 2020 196    87  453.49    0.00    0.00   1.51   0.00   0.00   0.00    0.00   1.99   0.00   0.00   0.00   0.00   1.21   0.00   0.00    0.00      0.00        0.00    0.00   -1.21    0.00    0.00
 2020 197    88  451.81    0.00    0.00   0.29   0.00   0.00   0.00    0.00   1.22   0.00   0.00   0.00   0.00   1.68   0.00   0.00    0.00      0.00       -0.00    0.00   -1.68    0.00    0.00
 2020 198    89  449.83    0.00    0.00   0.06   0.00   0.00   0.00    0.00   0.23   0.00   0.00   0.00   0.19   1.79   0.00   0.00    0.00      0.00       -0.00   -0.00   -1.79    0.00    0.00
 2020 199    90  447.48    0.00    0.00   0.01   0.00   0.00   0.00    0.00   0.05   0.00   0.00   0.00   0.43   1.92   0.00   0.00    0.00      0.00        0.00    0.00   -1.92    0.00    0.00
 2020 200    91  445.98    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.01   0.00   0.00   0.00   0.30   1.20   0.00   0.00    0.00      0.00        0.00    0.00   -1.20    0.00    0.00
 2020 201    92  444.11    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.40   1.47   0.00   0.00   -0.00      0.00        0.00   -0.00   -1.47    0.00    0.00
 2020 202    93  442.43    0.00    0.00   0.29   0.00   0.30   0.00    0.00   0.00   0.00   0.00   0.00   0.36   1.33   0.00   0.00    0.00      0.00        0.01   -0.00   -1.33    0.00    0.00
 2020 203    94  440.80    0.00    0.00   0.05   0.00   0.00   0.00    0.00   0.23   0.00   0.00   0.00   0.19   1.44   0.00   0.00   -0.00      0.00        0.00    0.00   -1.44    0.00    0.00
 2020 204    95  438.81    0.00    0.00   0.01   0.00   0.00   0.00    0.00   0.04   0.00   0.00   0.00   0.42   1.57   0.00   0.00   -0.00      0.00        0.00    0.00   -1.57    0.00    0.00
 2020 205    96  437.25    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.01   0.00   0.00   0.00   0.37   1.19   0.00   0.00   -0.00      0.00        0.00    0.00   -1.19    0.00    0.00
 2020 206    97  440.08    0.00    0.00   3.50   0.00   8.10   0.00    0.00   0.00   0.00   0.00   0.00   0.44   1.33   0.00   0.00    0.00      0.00        4.60    0.00   -1.33    0.00    0.00
 2020 207    98  453.12    0.00    0.00   0.67   0.00  14.50   0.00    0.00   2.83   0.00   0.00   0.00   0.00   1.46   0.00   0.00   -0.00      0.00       14.50   -0.00   -1.46    0.00    0.00
 2020 208    99  452.62    0.00    0.00   0.13   0.00   0.00   0.00    0.00   0.54   0.00   0.00   0.00   0.00   0.50   0.00   0.00    0.00      0.00        0.00    0.00   -0.50    0.00    0.00
 2020 209   100  451.18    0.00    0.00   0.02   0.00   0.00   0.00    0.00   0.10   0.00   0.00   0.00   0.30   1.13   0.00   0.00    0.00      0.00        0.00   -0.00   -1.13    0.00    0.00
 2020 210   101  449.47    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.02   0.00   0.00   0.00   0.46   1.26   0.00   0.00   -0.00      0.00        0.00   -0.00   -1.26    0.00    0.00
 2020 211   102  479.65    0.00    0.00   3.50   0.00  35.30   0.00    0.00   0.00   0.00   0.00   0.00   0.46   1.15   0.00   0.00    0.00      0.00       31.80    0.00   -1.15    0.00    0.00
 2020 212   103  481.37    0.00    0.00   1.68   0.00   2.30   0.00    0.00   1.82   0.00   0.00   0.00   0.00   0.57   0.00   0.00    0.00      0.00        2.30   -0.00   -0.57    0.00    0.00
 2020 213   104  480.41    0.00    0.00   0.32   0.00   0.00   0.00    0.00   1.36   0.00   0.00   0.00   0.00   0.97   0.00   0.00    0.00      0.00       -0.00   -0.00   -0.97    0.00    0.00
 2020 214   105  479.30    0.00    0.00   2.44   0.00   2.50   0.00    0.00   0.26   0.00   0.00   0.00   0.20   1.03   0.00   0.00   -0.00      0.00        0.12    0.00   -1.03    0.00    0.00
 2020 215   106  478.37    0.00    0.00   0.47   0.00   0.00   0.00    0.00   1.97   0.00   0.00   0.00   0.00   0.93   0.00   0.00   -0.00      0.00       -0.00   -0.00   -0.93    0.00    0.00
 2020 216   107  477.62    0.00    0.00   0.09   0.00   0.00   0.00    0.00   0.38   0.00   0.00   0.00   0.00   0.75   0.00   0.00    0.00      0.00       -0.00    0.00   -0.75    0.00    0.00
 2020 217   108  476.73    0.00    0.00   0.02   0.00   0.00   0.00    0.00   0.07   0.00   0.00   0.00   0.24   0.65   0.00   0.00    0.00      0.00        0.00   -0.00   -0.65    0.00    0.00
 2020 218   109  475.39    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.01   0.00   0.00   0.00   0.46   0.88   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.88    0.00    0.00
 2020 219   110  474.12    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.45   0.82   0.00   0.00    0.00      0.00        0.00    0.00   -0.82    0.00    0.00
 2020 220   111  472.79    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.49   0.85   0.00   0.00   -0.00      0.00        0.00    0.00   -0.85    0.00    0.00
 2020 221   112  471.82    0.00    0.00   2.19   0.00   2.30   0.00    0.00   0.00   0.00   0.00   0.00   0.41   0.68   0.00   0.00    0.00      0.00        0.11   -0.00   -0.68    0.00    0.00
 2020 222   113  471.07    0.00    0.00   0.42   0.00   0.00   0.00    0.00   1.77   0.00   0.00   0.00   0.00   0.74   0.00   0.00    0.00      0.00        0.00    0.00   -0.74    0.00    0.00
 2020 223   114  470.21    0.00    0.00   0.08   0.00   0.00   0.00    0.00   0.34   0.00   0.00   0.00   0.12   0.74   0.00   0.00   -0.00      0.00        0.00    0.00   -0.74    0.00    0.00
 2020 224   115  469.19    0.00    0.00   0.02   0.00   0.00   0.00    0.00   0.07   0.00   0.00   0.00   0.37   0.65   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.65    0.00    0.00
 2020 225   116  468.08    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.01   0.00   0.00   0.00   0.45   0.66   0.00   0.00    0.00      0.00        0.00   -0.00   -0.66    0.00    0.00
 2020 226   117  466.84    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.51   0.72   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.72    0.00    0.00
 2020 227   118  465.76    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.46   0.62   0.00   0.00    0.00      0.00        0.00    0.00   -0.62    0.00    0.00
 2020 228   119  464.90    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.38   0.48   0.00   0.00    0.00      0.00        0.00    0.00   -0.48    0.00    0.00
 2020 229   120  464.02    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.39   0.49   0.00   0.00    0.00      0.00        0.00   -0.00   -0.49    0.00    0.00
 2020 230   121  463.06    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.44   0.52   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.52    0.00    0.00
 2020 231   122  462.09    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.44   0.52   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.52    0.00    0.00
 2020 232   123  461.30    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.37   0.42   0.00   0.00    0.00      0.00        0.00    0.00   -0.42    0.00    0.00
 2020 233   124  460.44    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.41   0.45   0.00   0.00   -0.00      0.00        0.00    0.00   -0.45    0.00    0.00
 2020 234   125  459.55    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.43   0.46   0.00   0.00    0.00      0.00        0.00    0.00   -0.46    0.00    0.00
 2020 235   126  458.70    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.42   0.43   0.00   0.00   -0.00      0.00        0.00    0.00   -0.43    0.00    0.00
 2020 236   127  457.85    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.43   0.43   0.00   0.00    0.00      0.00        0.00   -0.00   -0.43    0.00    0.00
 2020 237   128  457.00    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.43   0.41   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.41    0.00    0.00
 2020 238   129  456.16    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.44   0.40   0.00   0.00    0.00      0.00        0.00    0.00   -0.40    0.00    0.00
 2020 239   130  455.34    0.00    0.00   0.00   0.00   0.00   0.00    0.00   0.00   0.00   0.00   0.00   0.44   0.39   0.00   0.00   -0.00      0.00        0.00   -0.00   -0.39    0.00    0.00
