*GHG emissions output file

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  JAN 24, 2025 01:19:59

*RUN   1        : silt_loam_13in_irr        MZCER048 UNLI2201    1
 MODEL          : MZCER048 - Maize
 EXPERIMENT     : UNLI2201 MZ IRRIGATED MAIZE PRODUCTION
 DATA PATH      :
 TREATMENT  1   : silt_loam_13in_irr        MZCER048
  
!               |------ Daily (g/ha) -----|--- Cumulative (kg/ha) ---|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!                    CO2      N2O      CH4      CO2      N2O      CH4      CO2      N2O      CH4    Total
!                g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   N2OGED   CH4GED    CO2EC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
 2022 195    75     6743     0.67     0.00      314     0.02     0.00     1153        8        0     1161
 2022 196    76     6614     0.66     0.00      321     0.02     0.00     1177        8        0     1185
 2022 197    77     6167     0.66     0.00      327     0.02     0.00     1200        9        0     1208
 2022 198    78     6339     0.65     0.00      333     0.02     0.00     1223        9        0     1232
 2022 199    79     6358     0.64     0.00      340     0.02     0.00     1246        9        0     1255
 2022 200    80     6211     0.63     0.00      346     0.02     0.00     1269        9        0     1278
 2022 201    81     5721     0.63     0.00      351     0.02     0.00     1290       10        0     1300
 2022 202    82     5439     0.62     0.00      357     0.02     0.00     1310       10        0     1320
 2022 203    83     5983     0.17     0.00      363     0.02     0.00     1332       10        0     1342
 2022 204    84     6117     0.51     0.00      369     0.02     0.00     1354       10        0     1365
 2022 205    85     5934     0.69     0.00      375     0.02     0.00     1376       11        0     1387
 2022 206    86     5669     0.67     0.00      381     0.02     0.00     1397       11        0     1408
 2022 207    87     5572     0.46     0.00      386     0.02     0.00     1417       11        0     1429
 2022 208    88     5297     0.67     0.00      392     0.02     0.00     1437       12        0     1448
 2022 209    89     5532     0.10     0.00      397     0.02     0.00     1457       12        0     1469
 2022 210    90     5209     0.32     0.00      402     0.03     0.00     1476       12        0     1488
 2022 211    91     5244     0.59     0.00      407     0.03     0.00     1495       12        0     1507
 2022 212    92     5289     0.75     0.00      413     0.03     0.00     1515       12        0     1527
 2022 213    93     5402     0.70     0.00      418     0.03     0.00     1535       13        0     1547
 2022 214    94     5567     0.67     0.00      424     0.03     0.00     1555       13        0     1568
 2022 215    95     6037     0.64     0.00      430     0.03     0.00     1577       13        0     1591
 2022 216    96     6117     0.62     0.00      436     0.03     0.00     1600       14        0     1613
 2022 217    97     6118     0.61     0.00      442     0.03     0.00     1622       14        0     1636
 2022 218    98     6141     0.61     0.00      448     0.03     0.00     1645       14        0     1659
 2022 219    99     5973     0.60     0.00      454     0.03     0.00     1667       14        0     1681
 2022 220   100     5451     0.58     0.00      460     0.03     0.00     1687       15        0     1701
 2022 221   101     5060     0.57     0.00      465     0.03     0.00     1705       15        0     1720
 2022 222   102     4944     0.57     0.00      470     0.03     0.00     1723       15        0     1739
 2022 223   103     4649     0.56     0.00      474     0.03     0.00     1740       16        0     1756
 2022 224   104     4535     0.56     0.00      479     0.03     0.00     1757       16        0     1773
 2022 225   105     4835     0.55     0.00      484     0.03     0.00     1775       16        0     1791
 2022 226   106     4991     0.54     0.00      489     0.03     0.00     1793       16        0     1809
 2022 227   107     4953     0.53     0.00      494     0.04     0.00     1811       17        0     1828
 2022 228   108     5499     0.29     0.00      499     0.04     0.00     1832       17        0     1848
 2022 229   109     5288     0.42     0.00      504     0.04     0.00     1851       17        0     1868
 2022 230   110     4911     0.55     0.00      509     0.04     0.00     1869       17        0     1886
 2022 231   111     4728     0.54     0.00      514     0.04     0.00     1886       17        0     1904
 2022 232   112     4384     0.52     0.00      518     0.04     0.00     1902       18        0     1920
 2022 233   113     4059     0.51     0.00      522     0.04     0.00     1917       18        0     1935
 2022 234   114     4143     0.51     0.00      527     0.04     0.00     1932       18        0     1951
 2022 235   115     4143     0.50     0.00      531     0.04     0.00     1948       18        0     1966
 2022 236   116     4086     0.49     0.00      535     0.04     0.00     1963       19        0     1981
 2022 237   117     4156     0.49     0.00      539     0.04     0.00     1978       19        0     1997
 2022 238   118     4417     0.48     0.00      543     0.04     0.00     1994       19        0     2013
 2022 239   119     4532     0.47     0.00      548     0.04     0.00     2011       19        0     2030
 2022 240   120     4628     0.47     0.00      553     0.04     0.00     2028       19        0     2047
 2022 241   121     4684     0.46     0.00      557     0.04     0.00     2045       20        0     2065
 2022 242   122     4575     0.45     0.00      562     0.04     0.00     2062       20        0     2082
 2022 243   123     4351     0.45     0.00      566     0.04     0.00     2078       20        0     2098
 2022 244   124     4415     0.42     0.00      571     0.04     0.00     2094       20        0     2114
 2022 245   125     4235     0.43     0.00      575     0.04     0.00     2109       20        0     2130
 2022 246   126     4158     0.43     0.00      579     0.04     0.00     2125       21        0     2145
 2022 247   127     4052     0.43     0.00      583     0.04     0.00     2140       21        0     2160
 2022 248   128     3928     0.42     0.00      587     0.05     0.00     2154       21        0     2175
 2022 249   129     3815     0.42     0.00      591     0.05     0.00     2168       21        0     2189
 2022 250   130     3880     0.42     0.00      595     0.05     0.00     2182       21        0     2204
 2022 251   131     3778     0.41     0.00      598     0.05     0.00     2196       22        0     2218
 2022 252   132     4024     0.41     0.00      602     0.05     0.00     2211       22        0     2233
 2022 253   133     3906     0.40     0.00      606     0.05     0.00     2225       22        0     2247
 2022 254   134     3992     0.36     0.00      610     0.05     0.00     2240       22        0     2262
 2022 255   135     3516     0.37     0.00      614     0.05     0.00     2253       22        0     2275
 2022 256   136     3282     0.38     0.00      617     0.05     0.00     2265       23        0     2287
 2022 257   137     2937     0.39     0.00      620     0.05     0.00     2276       23        0     2298
 2022 258   138     3255     0.39     0.00      623     0.05     0.00     2288       23        0     2310
 2022 259   139     3616     0.38     0.00      627     0.05     0.00     2301       23        0     2324
 2022 260   140     4432     0.10     0.00      631     0.05     0.00     2317       23        0     2340
 2022 261   141     4799     0.31     0.00      636     0.05     0.00     2335       23        0     2358
 2022 262   142     4812     0.46     0.00      641     0.05     0.00     2352       24        0     2376
 2022 263   143     4669     0.44     0.00      646     0.05     0.00     2369       24        0     2393
