*GHG emissions output file

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  NOV 17, 2024 23:43:49

*RUN   1        : silt_loam_13in_irr        MZCER048 UNLI2201    1
 MODEL          : MZCER048 - Maize
 EXPERIMENT     : UNLI2201 MZ IRRIGATED MAIZE PRODUCTION
 DATA PATH      :
 TREATMENT  1   : silt_loam_13in_irr        MZCER048
  
!               |------ Daily (g/ha) -----|--- Cumulative (kg/ha) ---|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!                    CO2      N2O      CH4      CO2      N2O      CH4      CO2      N2O      CH4    Total
!                g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   N2OGED   CH4GED    CO2EC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
 2022 195    75     6549     0.61     0.00      311     0.02     0.00     1142        8        0     1150
 2022 196    76     6391     0.61     0.00      318     0.02     0.00     1165        8        0     1174
 2022 197    77     5942     0.60     0.00      324     0.02     0.00     1187        8        0     1196
 2022 198    78     6092     0.59     0.00      330     0.02     0.00     1210        9        0     1218
 2022 199    79     6089     0.59     0.00      336     0.02     0.00     1232        9        0     1241
 2022 200    80     5921     0.58     0.00      342     0.02     0.00     1254        9        0     1263
 2022 201    81     5427     0.58     0.00      347     0.02     0.00     1274        9        0     1283
 2022 202    82     5135     0.58     0.00      352     0.02     0.00     1292       10        0     1302
 2022 203    83     5732     0.16     0.00      358     0.02     0.00     1314       10        0     1323
 2022 204    84     5873     0.51     0.00      364     0.02     0.00     1335       10        0     1345
 2022 205    85     5660     0.64     0.00      369     0.02     0.00     1356       10        0     1366
 2022 206    86     5341     0.62     0.00      375     0.02     0.00     1375       11        0     1386
 2022 207    87     5327     0.50     0.00      380     0.02     0.00     1395       11        0     1406
 2022 208    88     5021     0.61     0.00      385     0.02     0.00     1413       11        0     1425
 2022 209    89     5376     0.10     0.00      391     0.02     0.00     1433       11        0     1444
 2022 210    90     5071     0.32     0.00      396     0.02     0.00     1452       11        0     1463
 2022 211    91     5093     0.57     0.00      401     0.02     0.00     1470       12        0     1482
 2022 212    92     5092     0.69     0.00      406     0.03     0.00     1489       12        0     1501
 2022 213    93     5177     0.65     0.00      411     0.03     0.00     1508       12        0     1520
 2022 214    94     5299     0.62     0.00      416     0.03     0.00     1528       12        0     1540
 2022 215    95     5714     0.59     0.00      422     0.03     0.00     1549       13        0     1561
 2022 216    96     5761     0.58     0.00      428     0.03     0.00     1570       13        0     1583
 2022 217    97     5733     0.57     0.00      433     0.03     0.00     1591       13        0     1604
 2022 218    98     5724     0.57     0.00      439     0.03     0.00     1612       14        0     1625
 2022 219    99     5547     0.56     0.00      445     0.03     0.00     1632       14        0     1646
 2022 220   100     5070     0.54     0.00      450     0.03     0.00     1651       14        0     1665
 2022 221   101     4672     0.54     0.00      454     0.03     0.00     1668       14        0     1682
 2022 222   102     4583     0.53     0.00      459     0.03     0.00     1685       15        0     1699
 2022 223   103     4303     0.52     0.00      463     0.03     0.00     1700       15        0     1715
 2022 224   104     4198     0.52     0.00      468     0.03     0.00     1716       15        0     1731
 2022 225   105     4470     0.51     0.00      472     0.03     0.00     1732       15        0     1748
 2022 226   106     4607     0.50     0.00      477     0.03     0.00     1749       16        0     1765
 2022 227   107     4566     0.49     0.00      481     0.03     0.00     1766       16        0     1782
 2022 228   108     5217     0.27     0.00      486     0.03     0.00     1785       16        0     1801
 2022 229   109     5040     0.39     0.00      491     0.03     0.00     1804       16        0     1820
 2022 230   110     4666     0.50     0.00      496     0.03     0.00     1821       16        0     1837
 2022 231   111     4447     0.49     0.00      501     0.04     0.00     1837       17        0     1854
 2022 232   112     4098     0.48     0.00      505     0.04     0.00     1852       17        0     1869
 2022 233   113     3782     0.47     0.00      508     0.04     0.00     1866       17        0     1883
 2022 234   114     3846     0.47     0.00      512     0.04     0.00     1880       17        0     1897
 2022 235   115     3839     0.46     0.00      516     0.04     0.00     1894       17        0     1912
 2022 236   116     3779     0.46     0.00      520     0.04     0.00     1908       18        0     1926
 2022 237   117     3837     0.45     0.00      524     0.04     0.00     1922       18        0     1940
 2022 238   118     4068     0.44     0.00      528     0.04     0.00     1937       18        0     1955
 2022 239   119     4167     0.44     0.00      532     0.04     0.00     1952       18        0     1971
 2022 240   120     4248     0.43     0.00      536     0.04     0.00     1968       18        0     1986
 2022 241   121     4291     0.42     0.00      541     0.04     0.00     1984       19        0     2002
 2022 242   122     4185     0.42     0.00      545     0.04     0.00     1999       19        0     2018
 2022 243   123     3976     0.41     0.00      549     0.04     0.00     2014       19        0     2033
 2022 244   124     4059     0.39     0.00      553     0.04     0.00     2029       19        0     2048
 2022 245   125     3889     0.39     0.00      557     0.04     0.00     2043       19        0     2062
 2022 246   126     3811     0.40     0.00      560     0.04     0.00     2057       20        0     2076
 2022 247   127     3740     0.39     0.00      564     0.04     0.00     2070       20        0     2090
 2022 248   128     3619     0.39     0.00      568     0.04     0.00     2084       20        0     2104
 2022 249   129     3510     0.39     0.00      571     0.04     0.00     2097       20        0     2117
 2022 250   130     3562     0.38     0.00      575     0.04     0.00     2110       20        0     2130
 2022 251   131     3463     0.38     0.00      578     0.04     0.00     2122       21        0     2143
 2022 252   132     3678     0.38     0.00      582     0.04     0.00     2136       21        0     2157
 2022 253   133     3574     0.37     0.00      586     0.04     0.00     2149       21        0     2170
 2022 254   134     3745     0.33     0.00      589     0.04     0.00     2163       21        0     2184
 2022 255   135     3294     0.34     0.00      593     0.05     0.00     2175       21        0     2196
 2022 256   136     3064     0.35     0.00      596     0.05     0.00     2186       21        0     2207
 2022 257   137     2739     0.36     0.00      598     0.05     0.00     2196       22        0     2218
 2022 258   138     3023     0.36     0.00      601     0.05     0.00     2207       22        0     2229
 2022 259   139     3359     0.35     0.00      605     0.05     0.00     2220       22        0     2241
 2022 260   140     4223     0.10     0.00      609     0.05     0.00     2235       22        0     2257
 2022 261   141     4614     0.29     0.00      614     0.05     0.00     2252       22        0     2274
 2022 262   142     4616     0.42     0.00      618     0.05     0.00     2269       22        0     2291
 2022 263   143     4458     0.41     0.00      623     0.05     0.00     2285       22        0     2308
